"prs_id","prs_originelenaam","prs_achternaam","prs_tussenvoegsels","prs_initialen","prs_voornamen","rol_functie","prs_UUID","vwz_archivelink"
"13515","Voigt, Philip Carel","Voigt","","","Philip Carel","officier","f8a728f6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//15///|NL-HaNA/2.01.15/175//107///|NL-HaNA/2.01.15/173//29///|NL-HaNA/2.01.15/172//77///|NL-HaNA/2.01.15/170//73///|NL-HaNA/2.01.15/159//159///"
"13516","Voigt, Simon","Voigt","","","Simon","soldaat","f8a72e1e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/163//40///"
"13517","Voir, Johannes de","Voir","de","","Johannes","soldaat","f8a7336e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13518","Volders, Gerrit","Volders","","","Gerrit","soldaat","f8a738b4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//17///|NL-HaNA/2.01.15/176//74///"
"13519","Voleker, Heinrich","Voleker","","","Heinrich","soldaat","f8a73e86-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//57///"
"13520","Volgraaf(f), Hendrik","Volgraaf(f)","","","Hendrik","soldaat","f8a74462-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//16///|NL-HaNA/2.01.15/176//65///"
"13521","Volhart, Johannes","Volhart","","","Johannes","onderofficier","f8a74926-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/163//40///"
"13522","Volik, Hendrik","Volik","","","Hendrik","soldaat","f8a74e44-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//91///"
"13523","Volker, Johan Wilhelm","Volker","","","Johan Wilhelm","soldaat","f8a75448-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//61///|NL-HaNA/2.01.15/168//332///|NL-HaNA/2.01.15/163//40///"
"13524","Volkert, G.","Volkert","","G.","G.","soldaat","f8a75998-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//34///"
"13525","Volkhemer","Volkhemer","","","","officier","f8a75e66-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//186///"
"13526","Volkhemer, D.","Volkhemer","","D.","D.","officier","f8a763e8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184// 21///|NL-HaNA/2.01.15/184//4///"
"13527","Volkman, Johan(nes)","Volkman","","","Johan(nes)","soldaat","f8a769c4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//61///|NL-HaNA/2.01.15/168//330///|NL-HaNA/2.01.15/160//93///"
"13528","Volkman, Willem","Volkman","","","Willem","soldaat","f8a76f8c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//218///"
"13529","Volkmans, W.","Volkmans","","W.","W.","soldaat","f8a775fe-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//92///"
"13530","Voll, Jacob","Voll","","","Jacob","soldaat","f8a77c34-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//100///|NL-HaNA/2.01.15/160//92///"
"13531","Vollenweiden, Johannes","Vollenweiden","","","Johannes","onderofficier","f8a78148-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//333///|NL-HaNA/2.01.15/165//57///"
"13532","Vollenwijder, Gendrik","Vollenwijder","","","Gendrik","soldaat","f8a78756-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//15///"
"13533","Vollenwijder, W.","Vollenwijder","","W.","W.","soldaat","f8a78cec-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//12///"
"13534","Volmane, A.","Volmane","","A.","A.","soldaat","f8a7930e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//82///"
"13535","Volmarig, Hermanus","Volmarig","","","Hermanus","onderofficier","f8a79804-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//69///"
"13536","Voltelen, H.C.","Voltelen","","H.C.","H.C.","officier","f8a79df4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/182//8///|NL-HaNA/2.01.15/179//3///|NL-HaNA/2.01.15/175//163///"
"13537","Voltelen, J.F.W.","Voltelen","","J.F.W.","J.F.W.","officier","f8a7a40c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//1///|NL-HaNA/2.01.15/175//164///"
"13538","Voncke, Michel","Voncke","","","Michel","soldaat","f8a7a902-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/167//96///"
"13539","Vonhof, J.","Vonhof","","J.","J.","soldaat","f8a7ae66-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//157///"
"13540","Vonk, Hendrik","Vonk","","","Hendrik","soldaat","f8a7b366-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//235///|NL-HaNA/2.01.15/160//92///"
"13541","Vonke, Joseph","Vonke","","","Joseph","soldaat","f8a7ba96-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//90///"
"13542","Vonke, Michiel","Vonke","","","Michiel","soldaat","f8a7bfbe-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//170///|NL-HaNA/2.01.15/160//93///"
"13543","Vonken, Servaas Adam Willem","Vonken","","","Servaas Adam Willem","onderofficier","f8a7c50e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//93a///"
"13544","Voogd, Johan","Voogd","","","Johan","soldaat","f8a7cb12-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//22///"
"13545","Voogel, F.","Voogel","","F.","F.","soldaat","f8a7d0b2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//59///"
"13546","Voogt, Johan","Voogt","","","Johan","soldaat","f8a7d634-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//15///|NL-HaNA/2.01.15/162//44///|NL-HaNA/2.01.15/160//91///"
"13547","Voor, Johannes","Voor","","","Johannes","soldaat","f8a7dabc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//235///|NL-HaNA/2.01.15/161//70///"
"13548","Voorden, Jan van der","Voorden","van der","","Jan","soldaat","f8a7e2f0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//69///"
"13549","Voorjanssen, Arnold","Voorjanssen","","","Arnold","soldaat","f8a7e80e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//334///|NL-HaNA/2.01.15/160//90///"
"13550","Voorm, Jan Frederik van der","Voorm","van der","","Jan Frederik","officier","f8a7ee30-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//158///"
"13551","Voorneman, Nicolaas","Voorneman","","","Nicolaas","officier","f8a7f3a8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185// 17///|NL-HaNA/2.01.15/185//6///|NL-HaNA/2.01.15/184//15///|NL-HaNA/2.01.15/183//8///"
"13552","Voorsmit, Jan Jurrien","Voorsmit","","","Jan Jurrien","onderofficier","f8a7f8d0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//170///|NL-HaNA/2.01.15/167//96///|NL-HaNA/2.01.15/160//93///"
"13553","Voorst, Dirk van","Voorst","van","","Dirk","officier","f8a7fe8e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//76///"
"13554","Voorst, Pieter van","Voorst","van","","Pieter","officier","f8a803ac-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//21///|NL-HaNA/2.01.15/157//15///"
"13555","Voorst, Jan van der","Voorst","van der","","Jan","onderofficier","f8a808ca-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//61///|NL-HaNA/2.01.15/168//334///|NL-HaNA/2.01.15/160//90///"
"13556","Voort, Johan van","Voort","van","","Johan","onderofficier","f8a80dde-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//330///"
"13557","Voort, Jan van der","Voort","van der","","Jan","soldaat","f8a8131a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//78///|NL-HaNA/2.01.15/168//331///|NL-HaNA/2.01.15/160//92///"
"13558","Voorwijk, Johan(nes)","Voorwijk","","","Johan(nes)","soldaat","f8a818ba-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//45///|NL-HaNA/2.01.15/168//334///|NL-HaNA/2.01.15/160//91///"
"13559","Voosen, B.","Voosen","","B.","B.","soldaat","f8a81e64-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//218///|NL-HaNA/2.01.15/160//92///"
"13560","Vopper, Jacob","Vopper","","","Jacob","soldaat","f8a824f4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13561","Vorhof, Sigmund J.","Vorhof","","J.","Sigmund J.","soldaat","f8a82a94-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//70///"
"13562","Vorm, Johan Frederik van der","Vorm","van der","","Johan Frederik","officier","f8a8346c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//27///|NL-HaNA/2.01.15/175//108///|NL-HaNA/2.01.15/173//47///|NL-HaNA/2.01.15/172//116///|NL-HaNA/2.01.15/170//66///|NL-HaNA/2.01.15/157//7///"
"13563","Vorst, M. van der","Vorst","van der","M.","M.","soldaat","f8a83a16-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//45///|NL-HaNA/2.01.15/168//333///|NL-HaNA/2.01.15/160//92///"
"13564","Vorsthuin, Theodorus","Vorsthuin","","","Theodorus","soldaat","f8a84024-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//177///"
"13565","Vos, Hermanus","Vos","","","Hermanus","soldaat","f8a844fc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//48///"
"13566","Vos, Hubert","Vos","","","Hubert","soldaat","f8a84a1a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13567","Vos, Jan","Vos","","","Jan","soldaat","f8a84f56-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176// 79///|NL-HaNA/2.01.15/176//32///|NL-HaNA/2.01.15/169// 182///|NL-HaNA/2.01.15/169//82///|NL-HaNA/2.01.15/166//153///|NL-HaNA/2.01.15/160//93///"
"13568","Vos, Joh. Baptist","Vos","","Joh.","Joh. Baptist","soldaat","f8a8547e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//15///|NL-HaNA/2.01.15/169//100///"
"13569","Vos, Lambert","Vos","","","Lambert","soldaat","f8a85a82-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//70///"
"13570","Vos, Pieter","Vos","","","Pieter","soldaat","f8a85fdc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//91///"
"13571","Vos, G. de, wed.v. S.Reks","Vos","","G.","G. de  wed.v. S.Reks","soldaat","f8a86572-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/181//2///|NL-HaNA/2.01.15/180//3///"
"13572","Vos, Gerrit de","Vos","de","","Gerrit","soldaat","f8a86b1c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//69///"
"13573","Vos, Hubert de","Vos","de","","Hubert","soldaat","f8a870d0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//331///"
"13574","Vos, M. de, wed.v.J.Harting","Vos","","M.","M. de  wed.v.J.Harting","soldaat","f8a87684-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/181//2///|NL-HaNA/2.01.15/180//2///"
"13575","Vos, Peter de","Vos","de","","Peter","onderofficier","f8a87c06-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//182///|NL-HaNA/2.01.15/166//153///|NL-HaNA/2.01.15/162//44///"
"13576","Vos, Rudolf de","Vos","de","","Rudolf","soldaat","f8a880de-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13577","Vos, Willem van","Vos","van","","Willem","officier","f8a8862e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//33///"
"13578","Vosberg, Anthoon Leendert","Vosberg","","","Anthoon Leendert","soldaat","f8a88b92-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//91///"
"13579","Vos van Avezaat(e), Herman","Vos van Avezaat(e)","","","Herman","officier","f8a8918c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/173//71///|NL-HaNA/2.01.15/170//61///|NL-HaNA/2.01.15/159//158///"
"13580","Vos(ch) van Avesaat, H.","Vos(ch) van Avesaat","","H.","H.","officier","f8a89740-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//3///|NL-HaNA/2.01.15/175//3///|NL-HaNA/2.01.15/173//71///|NL-HaNA/2.01.15/172//100///"
"13581","Voskuil, Huibert","Voskuil","","","Huibert","officier","f8a89c90-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//55///"
"13582","Voskuyl, H.","Voskuyl","","H.","H.","officier","f8a8a154-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//12///|NL-HaNA/2.01.15/157//13///"
"13583","Voss, Antoon","Voss","","","Antoon","onderofficier","f8a8a6cc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//7///|NL-HaNA/2.01.15/183//11///"
"13584","Voss, Hendrik","Voss","","","Hendrik","soldaat","f8a8ac58-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//144///|NL-HaNA/2.01.15/160//91///"
"13585","Voss, Pieter","Voss","","","Pieter","soldaat","f8a8b25c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//55///|NL-HaNA/2.01.15/168//330///"
"13586","Voss, W.H. van","Voss","van","W.H.","W.H.","officier","f8a8b900-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/172//12///"
"13587","Vossen, Leendert","Vossen","","","Leendert","onderofficier","f8a8c044-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169// 194///|NL-HaNA/2.01.15/169//144///|NL-HaNA/2.01.15/160// 92///|NL-HaNA/2.01.15/160//90///|NL-HaNA/2.01.15/166//152///"
"13588","Voss van Sinderen, G.H.C.P. van","Voss van Sinderen","van","G.H.C.P.","G.H.C.P.","officier","f8a8c6e8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//164///|NL-HaNA/2.01.15/173//29///"
"13589","Voss van Sinderen, H. van","Voss van Sinderen","van","H.","H.","officier","f8a8cca6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/179//6///"
"13590","Voss van Zijll, H.","Voss van Zijll","","H.","H.","officier","f8a8d278-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175// 181///|NL-HaNA/2.01.15/175//164///|NL-HaNA/2.01.15/184//2///|NL-HaNA/2.01.15/179//21///|NL-HaNA/2.01.15/173//29///"
"13591","Vouges de Vielsmaison, Jean Marie de","Vouges de Vielsmaison","de","","Jean Marie","officier","f8a8d85e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//36///"
"13592","Vouteron, Gillis","Vouteron","","","Gillis","onderofficier","f8a8dd7c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//144///|NL-HaNA/2.01.15/164//41 ///"
"13593","Vranken, Johannes","Vranken","","","Johannes","soldaat","f8a8e2f4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//91///"
"13594","Vredeling, Pieter","Vredeling","","","Pieter","soldaat","f8a8e7ea-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//116///|NL-HaNA/2.01.15/160//93///"
"13595","Vredevel(d)t, Joachim","Vredevel(d)t","","","Joachim","soldaat","f8a8ed3a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//14///|NL-HaNA/2.01.15/183//18///"
"13596","Vree, Pieter","Vree","","","Pieter","soldaat","f8a8f2b2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/168//332///|NL-HaNA/2.01.15/160//90///"
"13597","Vree, Dirk de","Vree","de","","Dirk","officier","f8a8f870-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//107///"
"13598","Vree, Hendrik de","Vree","de","","Hendrik","soldaat","f8a8fdb6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//78///|NL-HaNA/2.01.15/168//331///|NL-HaNA/2.01.15/164//41///"
"13599","Vree, Pieter de","Vree","de","","Pieter","soldaat","f8a90310-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//46///|NL-HaNA/2.01.15/168//334///|NL-HaNA/2.01.15/164//41///"
"13600","Vreede, Nicolaas de","Vreede","de","","Nicolaas","soldaat","f8a90874-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/167//96///|NL-HaNA/2.01.15/160//91///"
"13601","Vreeden, Gerrit van","Vreeden","van","","Gerrit","soldaat","f8a90d9c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//90///"
"13602","Vreedevelt, Jan H.","Vreedevelt","","H.","Jan H.","soldaat","f8a912d8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//70///"
"13603","Vreeven, Lambert","Vreeven","","","Lambert","soldaat","f8a91832-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13604","Vrie, M. de","Vrie","de","M.","M.","soldaat","f8a91daa-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//127///|NL-HaNA/2.01.15/160//92///"
"13605","Vriendt, E. de","Vriendt","de","E.","E.","soldaat","f8a9228c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//23///"
"13606","Vries, Hermanus","Vries","","","Hermanus","onderofficier","f8a92822-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/165//57///"
"13607","Vries, P.","Vries","","P.","P.","onderofficier","f8a92d72-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//8///"
"13608","Vries, Pieter","Vries","","","Pieter","soldaat","f8a9333a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//56///"
"13609","Vries, Bernardus de","Vries","de","","Bernardus","soldaat","f8a9390c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//6///|NL-HaNA/2.01.15/169//56///|NL-HaNA/2.01.15/168//339///"
"13610","Vries, C. de","Vries","de","C.","C.","soldaat","f8a93f9c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/158//4///"
"13611","Vries, David de","Vries","de","","David","onderofficier","f8a944c4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//100///|NL-HaNA/2.01.15/160//90///"
"13612","Vries, Gerrit de","Vries","de","","Gerrit","soldaat","f8a94ad2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//20///|NL-HaNA/2.01.15/161//69///"
"13613","Vries, Jan de","Vries","de","","Jan","soldaat","f8a9511c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//91///"
"13614","Vries, J.C. Bavius de","Vries","de","J.C.","J.C. Bavius","officier","f8a957d4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//17///"
"13615","Vries, Martinus de","Vries","de","","Martinus","soldaat","f8a95d2e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//39///|NL-HaNA/2.01.15/169//24///|NL-HaNA/2.01.15/168//335///"
"13616","Vries, P. de","Vries","de","P.","P.","soldaat","f8a9631e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//170///|NL-HaNA/2.01.15/167//96///|NL-HaNA/2.01.15/160//92///"
"13617","Vries, Willem Hendrik de","Vries","de","","Willem Hendrik","officier","f8a96c2e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//15///|NL-HaNA/2.01.15/175//108///|NL-HaNA/2.01.15/173//28///|NL-HaNA/2.01.15/172//126///|NL-HaNA/2.01.15/170//27///|NL-HaNA/2.01.15/159//157///|NL-HaNA/2.01.15/157//10///"
"13618","Vriese, E.","Vriese","","E.","E.","soldaat","f8a971a6-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//92///"
"13619","Vries, Jan","Vries","","","Jan","soldaat","f8a97746-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/183//6///"
"13620","Vries, J. de","Vries","de","J.","J.","soldaat","f8a97cfa-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//243///"
"13621","Vrieshaan, Pieter","Vrieshaan","","","Pieter","soldaat","f8a9825e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/174//34///"
"13622","Vrind, Ary (de)","Vrind","(de)","","Ary","soldaat","f8a98786-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//23///|NL-HaNA/2.01.15/168//330///|NL-HaNA/2.01.15/161//69///"
"13623","Vrindt, Evert de","Vrindt","de","","Evert","soldaat","f8a98ce0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13624","Vroe, Dirk de","Vroe","de","","Dirk","officier","f8a99244-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/177//22///|NL-HaNA/2.01.15/173//74///|NL-HaNA/2.01.15/170//60///|NL-HaNA/2.01.15/159//158///|NL-HaNA/2.01.15/157//33///"
"13625","Vrolijk, Isaac","Vrolijk","","","Isaac","soldaat","f8a997bc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//177///|NL-HaNA/2.01.15/166//153///|NL-HaNA/2.01.15/160//93///"
"13626","Vrome, Jan","Vrome","","","Jan","soldaat","f8a99cd0-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/164//41///"
"13627","Vrön, Wijnand","Vrön","","","Wijnand","onderofficier","f8a9a22a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//70///"
"13628","Vroolijk, Isaak","Vroolijk","","","Isaak","soldaat","f8a9a748-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//177///|NL-HaNA/2.01.15/166//153///"
"13629","Vrij, Dirk (de)","Vrij","(de)","","Dirk","soldaat","f8a9acd4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//61///|NL-HaNA/2.01.15/168//331///|NL-HaNA/2.01.15/160//90///"
"13630","Vrijdaal, Bernard","Vrijdaal","","","Bernard","soldaat","f8a9b224-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//170///|NL-HaNA/2.01.15/167//96///|NL-HaNA/2.01.15/160//90///"
"13631","Vrijman, Willem","Vrijman","","","Willem","soldaat","f8a9b832-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/166//153///"
"13632","Vrijnegen, Accara","Vrijnegen","","","Accara","soldaat","f8a9be18-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//69///"
"13633","Vugt, Jan van","Vugt","van","","Jan","soldaat","f8a9c318-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13634","Vuuren, Johannes","Vuuren","","","Johannes","soldaat","f8a9c886-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//47///"
"13635","Vuuren, Dirk van","Vuuren","van","","Dirk","soldaat","f8a9cdc2-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//92///"
"13636","Vuurpijl, Mathijs","Vuurpijl","","","Mathijs","soldaat","f8a9d39e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//44///"
"13637","Vuuzer, J.","Vuuzer","","J.","J.","soldaat","f8a9d8bc-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//218///"
"13638","Waagemans, P.","Waagemans","","P.","P.","soldaat","f8a9ded4-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//101///"
"13639","Waagemans, Willem","Waagemans","","","Willem","soldaat","f8a9e460-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//96///"
"13640","Waagenaar, F.","Waagenaar","","F.","F.","soldaat","f8a9e9d8-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//49///"
"13641","Waagenaar, P.","Waagenaar","","P.","P.","soldaat","f8a9ef3c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/162//49///"
"13642","Waal, Hendrik","Waal","","","Hendrik","soldaat","f8a9f57c-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//248///|NL-HaNA/2.01.15/160//95///"
"13643","Waal, Simon de","Waal","de","","Simon","soldaat","f8a9fafe-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/176//5///|NL-HaNA/2.01.15/169//171///|NL-HaNA/2.01.15/167//100///"
"13644","Waanders, Adrianus","Waanders","","","Adrianus","soldaat","f8aa0030-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//17///|NL-HaNA/2.01.15/176//71///"
"13645","Waaron, Willem","Waaron","","","Willem","onderofficier","f8aa0620-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/161//75///"
"13646","Wabst, S.F.","Wabst","","S.F.","S.F.","onderofficier","f8aa0b84-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//6///|NL-HaNA/2.01.15/183//9///"
"13647","Wacker, Julius Coenraad van","Wacker","van","","Julius Coenraad","officier","f8aa102a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/170//54///"
"13648","Waeberly, S.","Waeberly","","S.","S.","officier","f8aa1584-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//17///"
"13649","Waefelaer, J.C.","Waefelaer","","J.C.","J.C.","officier","f8aa1aac-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//4///"
"13650","Waescher, H.","Waescher","","H.","H.","onderofficier","f8aa2042-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//46///"
"13651","Wafelaar, J.C.","Wafelaar","","J.C.","J.C.","officier","f8aa25ba-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/184//4///|NL-HaNA/2.01.15/175//172///|NL-HaNA/2.01.15/173//47///"
"13652","Wafre, Jacques Samuel","Wafre","","","Jacques Samuel","officier","f8aa2b46-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/159//173///"
"13653","Wageknegt, Balthasar","Wageknegt","","","Balthasar","soldaat","f8aa3168-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//116///|NL-HaNA/2.01.15/163//42///"
"13654","Wageli(j), Frederik","Wageli(j)","","","Frederik","officier","f8aa3686-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/175//112///|NL-HaNA/2.01.15/172//75///|NL-HaNA/2.01.15/170//47///|NL-HaNA/2.01.15/159//172///"
"13655","Wagelmans, Guillaume","Wagelmans","","","Guillaume","officier","f8aa3c9e-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/185//17///|NL-HaNA/2.01.15/183//26///"
"13656","Wagemans, Martin","Wagemans","","","Martin","soldaat","f8aa4270-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/169//145///|NL-HaNA/2.01.15/162//48///"
"13657","Wagemans, Peter","Wagemans","","","Peter","soldaat","f8aa472a-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//94///"
"13658","Wagemans, Willem","Wagemans","","","Willem","soldaat","f8aa4c16-e2d6-102c-9a92-005056a23d00","NL-HaNA/2.01.15/160//94///"
